CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Inventory
1,Verifying integrity,Karalda Nimwada,2011/01/04 06:13:00.000,2011/01/04 06:13:00.000,Variant 2,ComplianceCheck
1,Verifying integrity,Pedro Alvares,2011/01/04 06:22:00.000,2011/01/04 06:31:00.000,Variant 2,ComplianceCheck
1,Delivering the product to customers,End,2011/01/04 06:31:00.000,2011/01/04 06:31:00.000,Variant 2,Distribution
39,Create Identity,Nico Ojenbeer,2011/01/04 20:55:00.000,2011/01/04 21:47:00.000,Variant 11,OrderEntry
39,Combine related items,Maris Freeman,2011/01/05 07:25:00.000,2011/01/05 07:30:00.000,Variant 11,Packing
39,Combine related items,Heinz Gutschmidt,2011/01/05 07:34:00.000,2011/01/05 07:36:00.000,Variant 11,Packing
39,Maintain product integrity,Karel de Groot,2011/01/06 18:15:00.000,2011/01/06 18:25:00.000,Variant 11,ProductionFlows
39,Combine related items,Kim Passa,2011/01/06 19:11:00.000,2011/01/06 19:20:00.000,Variant 11,Packing
39,Maintain product integrity,Francois de Perrier,2011/01/07 11:35:00.000,2011/01/07 11:53:00.000,Variant 11,ProductionFlows
39,Combine related items,Penn Osterwalder,2011/01/07 12:48:00.000,2011/01/07 13:02:00.000,Variant 11,Packing
39,Maintain product integrity,Magdalena Predutta,2011/01/07 16:24:00.000,2011/01/07 16:56:00.000,Variant 11,ProductionFlows
39,Maintain product integrity,Karel de Groot,2011/01/08 23:49:00.000,2011/01/09 00:14:00.000,Variant 11,ProductionFlows
39,Maintain product integrity,Magdalena Predutta,2011/01/09 12:14:00.000,2011/01/09 18:15:00.000,Variant 11,ProductionFlows
39,Create Identity,Esmana Liubiata,2011/01/10 01:11:00.000,2011/01/10 01:40:00.000,Variant 11,OrderEntry
39,Create Identity,Clement Duchot,2011/01/10 01:40:00.000,2011/01/10 01:40:00.000,Variant 11,OrderEntry
39,Maintain product integrity,Magdalena Predutta,2011/01/10 16:59:00.000,2011/01/11 01:59:00.000,Variant 11,ProductionFlows
39,Maintain product integrity,Magdalena Predutta,2011/01/11 17:40:00.000,2011/01/11 17:51:00.000,Variant 11,ProductionFlows
39,Product maintenance,Esmeralda Clay,2011/01/12 05:21:00.000,2011/01/12 05:42:00.000,Variant 11,Warehouse
39,Product maintenance,Sean Manney,2011/01/12 16:42:00.000,2011/01/13 16:31:00.000,Variant 11,Warehouse
39,Create Identity,Alberto Duport,2011/01/14 00:40:00.000,2011/01/14 00:41:00.000,Variant 11,OrderEntry
39,Maintain product integrity,Karel de Groot,2011/01/14 04:12:00.000,2011/01/14 04:13:00.000,Variant 11,ProductionFlows
39,Product maintenance,Esmeralda Clay,2011/01/14 14:18:00.000,2011/01/14 14:18:00.000,Variant 11,Warehouse
39,Verifying integrity,Karalda Nimwada,2011/01/15 04:41:00.000,2011/01/15 04:48:00.000,Variant 11,ComplianceCheck
39,Verifying integrity,Pedro Alvares,2011/01/15 04:48:00.000,2011/01/15 04:48:00.000,Variant 11,ComplianceCheck
39,Verifying integrity,Pedro Alvares,2011/01/15 05:32:00.000,2011/01/15 05:41:00.000,Variant 11,ComplianceCheck
39,Delivering the product to customers,End,2011/01/15 05:41:00.000,2011/01/15 05:41:00.000,Variant 11,Distribution
575,Create Identity,Alberto Duport,2011/03/22 06:42:00.000,2011/03/22 07:12:00.000,Variant 15,OrderEntry
575,Combine related items,Heinz Gutschmidt,2011/03/23 04:07:00.000,2011/03/23 04:13:00.000,Variant 15,Packing
575,Combine related items,Maris Freeman,2011/03/23 04:20:00.000,2011/03/23 04:22:00.000,Variant 15,Packing
575,Maintain product integrity,Francois de Perrier,2011/03/26 11:53:00.000,2011/03/26 12:12:00.000,Variant 15,ProductionFlows
575,Combine related items,Fjodor Kowalski,2011/03/26 13:04:00.000,2011/03/26 13:16:00.000,Variant 15,Packing
575,Maintain product integrity,Francois de Perrier,2011/03/27 09:51:00.000,2011/03/27 10:31:00.000,Variant 15,ProductionFlows
575,Maintain product integrity,Francois de Perrier,2011/03/27 12:06:00.000,2011/03/27 12:26:00.000,Variant 15,ProductionFlows
575,Maintain product integrity,Karel de Groot,2011/03/27 14:27:00.000,2011/03/27 16:44:00.000,Variant 15,ProductionFlows
575,Create Identity,Kim Passa,2011/03/27 23:15:00.000,2011/03/27 23:44:00.000,Variant 15,OrderEntry
575,Create Identity,Tesca Lobes,2011/03/27 23:44:00.000,2011/03/27 23:44:00.000,Variant 15,OrderEntry
575,Maintain product integrity,Francois de Perrier,2011/03/28 07:38:00.000,2011/03/28 12:35:00.000,Variant 15,ProductionFlows
575,Maintain product integrity,Francois de Perrier,2011/03/28 18:19:00.000,2011/03/28 18:26:00.000,Variant 15,ProductionFlows
575,Product maintenance,Esmeralda Clay,2011/03/30 17:42:00.000,2011/03/30 18:11:00.000,Variant 15,Warehouse
575,Product maintenance,Esmeralda Clay,2011/03/31 01:20:00.000,2011/03/31 17:01:00.000,Variant 15,Warehouse
575,Create Identity,Nico Ojenbeer,2011/04/01 00:27:00.000,2011/04/01 00:28:00.000,Variant 15,OrderEntry
575,Maintain product integrity,Francois de Perrier,2011/04/01 10:30:00.000,2011/04/01 10:31:00.000,Variant 15,ProductionFlows
575,Product maintenance,Karen Clarens,2011/04/04 19:12:00.000,2011/04/04 19:12:00.000,Variant 15,Warehouse
575,Verifying integrity,Pedro Alvares,2011/04/05 09:31:00.000,2011/04/05 09:36:00.000,Variant 15,ComplianceCheck
575,Verifying integrity,Pedro Alvares,2011/04/05 10:15:00.000,2011/04/05 10:36:00.000,Variant 15,ComplianceCheck
575,Verifying integrity,Pedro Alvares,2011/04/05 11:09:00.000,2011/04/05 11:09:00.000,Variant 15,ComplianceCheck
575,Verifying integrity,Karalda Nimwada,2011/04/05 12:10:00.000,2011/04/05 12:23:00.000,Variant 15,ComplianceCheck
575,Delivering the product to customers,End,2011/04/05 12:23:00.000,2011/04/05 12:23:00.000,Variant 15,Distribution
573,Create Identity,Kim Passa,2011/03/22 04:49:00.000,2011/03/22 05:11:00.000,Variant 6,OrderEntry
573,Combine related items,Francis Odell,2011/03/23 04:07:00.000,2011/03/23 04:12:00.000,Variant 6,Packing
573,Combine related items,Francis Odell,2011/03/23 04:16:00.000,2011/03/23 04:17:00.000,Variant 6,Packing
573,Maintain product integrity,Magdalena Predutta,2011/03/27 08:12:00.000,2011/03/27 08:30:00.000,Variant 6,ProductionFlows
573,Combine related items,Anne Olwada,2011/03/27 09:23:00.000,2011/03/27 09:29:00.000,Variant 6,Packing
573,Maintain product integrity,Francois de Perrier,2011/03/27 10:55:00.000,2011/03/27 11:27:00.000,Variant 6,ProductionFlows
573,Maintain product integrity,Magdalena Predutta,2011/03/27 13:03:00.000,2011/03/27 13:13:00.000,Variant 6,ProductionFlows
573,Maintain product integrity,Karel de Groot,2011/03/27 16:52:00.000,2011/03/27 19:50:00.000,Variant 6,ProductionFlows
573,Create Identity,Kim Passa,2011/03/28 02:23:00.000,2011/03/28 02:49:00.000,Variant 6,OrderEntry
573,Create Identity,Elvira Lores,2011/03/28 02:49:00.000,2011/03/28 02:49:00.000,Variant 6,OrderEntry
573,Maintain product integrity,Magdalena Predutta,2011/03/28 07:32:00.000,2011/03/28 13:22:00.000,Variant 6,ProductionFlows
573,Maintain product integrity,Francois de Perrier,2011/03/28 18:12:00.000,2011/03/28 18:18:00.000,Variant 6,ProductionFlows
573,Product maintenance,Carmen Finacse,2011/03/29 07:54:00.000,2011/03/29 08:13:00.000,Variant 6,Warehouse
573,Product maintenance,Sean Manney,2011/03/31 15:23:00.000,2011/04/02 03:44:00.000,Variant 6,Warehouse
573,Create Identity,Christian Francois,2011/04/02 11:08:00.000,2011/04/02 11:09:00.000,Variant 6,OrderEntry
573,Maintain product integrity,Karel de Groot,2011/04/02 19:59:00.000,2011/04/02 20:00:00.000,Variant 6,ProductionFlows
573,Product maintenance,Carmen Finacse,2011/04/04 15:19:00.000,2011/04/04 15:19:00.000,Variant 6,Warehouse
573,Verifying integrity,Karalda Nimwada,2011/04/05 05:51:00.000,2011/04/05 05:55:00.000,Variant 6,ComplianceCheck
573,Verifying integrity,Karalda Nimwada,2011/04/05 05:55:00.000,2011/04/05 05:55:00.000,Variant 6,ComplianceCheck
573,Verifying integrity,Pedro Alvares,2011/04/05 06:52:00.000,2011/04/05 07:05:00.000,Variant 6,ComplianceCheck
573,Delivering the product to customers,End,2011/04/05 07:05:00.000,2011/04/05 07:05:00.000,Variant 6,Distribution
572,Create Identity,Anna Kaufmann,2011/03/22 04:33:00.000,2011/03/22 05:11:00.000,Variant 4,OrderEntry
572,Combine related items,Heinz Gutschmidt,2011/03/22 20:27:00.000,2011/03/22 20:33:00.000,Variant 4,Packing
572,Combine related items,Francis Odell,2011/03/22 20:37:00.000,2011/03/22 20:38:00.000,Variant 4,Packing
572,Maintain product integrity,Francois de Perrier,2011/03/24 12:46:00.000,2011/03/24 12:55:00.000,Variant 4,ProductionFlows
572,Delivering the product to customers,End,2011/03/24 12:55:00.000,2011/03/24 12:55:00.000,Variant 4,Distribution
1047,Create Identity,Kim Passa,2011/06/02 01:49:00.000,2011/06/02 02:16:00.000,Variant 4,OrderEntry
1047,Combine related items,Maris Freeman,2011/06/02 15:05:00.000,2011/06/02 15:11:00.000,Variant 4,Packing
1047,Combine related items,Francis Odell,2011/06/02 15:18:00.000,2011/06/02 15:20:00.000,Variant 4,Packing
1047,Maintain product integrity,Karel de Groot,2011/06/07 19:41:00.000,2011/06/07 20:11:00.000,Variant 4,ProductionFlows
1047,Delivering the product to customers,End,2011/06/07 20:11:00.000,2011/06/07 20:11:00.000,Variant 4,Distribution
1044,Create Identity,Esmana Liubiata,2011/06/01 19:45:00.000,2011/06/01 19:53:00.000,Variant 22,OrderEntry
1044,Create Identity,Anne Olwada,2011/06/02 01:27:00.000,2011/06/02 01:37:00.000,Variant 22,OrderEntry
1044,Maintain product integrity,Francois de Perrier,2011/07/05 23:41:00.000,2011/07/05 23:48:00.000,Variant 22,ProductionFlows
1044,Combine related items,Miu Hanwan,2011/07/06 00:38:00.000,2011/07/06 00:51:00.000,Variant 22,Packing
1044,Maintain product integrity,Karel de Groot,2011/07/21 20:56:00.000,2011/07/21 21:08:00.000,Variant 22,ProductionFlows
1044,Maintain product integrity,Karel de Groot,2011/07/23 10:13:00.000,2011/07/23 10:32:00.000,Variant 22,ProductionFlows
1044,Maintain product integrity,Francois de Perrier,2011/07/23 23:11:00.000,2011/07/24 03:47:00.000,Variant 22,ProductionFlows
1044,Create Identity,Anne Olwada,2011/07/24 10:58:00.000,2011/07/24 11:26:00.000,Variant 22,OrderEntry
1044,Create Identity,Kim Passa,2011/07/24 11:26:00.000,2011/07/24 11:26:00.000,Variant 22,OrderEntry
1044,Maintain product integrity,Karel de Groot,2011/07/24 21:23:00.000,2011/07/25 09:34:00.000,Variant 22,ProductionFlows
1044,Maintain product integrity,Francois de Perrier,2011/07/26 00:46:00.000,2011/07/26 00:57:00.000,Variant 22,ProductionFlows
1044,Product maintenance,Carmen Finacse,2011/08/02 13:13:00.000,2011/08/02 13:30:00.000,Variant 22,Warehouse
1044,Product maintenance,Carmen Finacse,2011/08/31 07:19:00.000,2011/09/01 04:15:00.000,Variant 22,Warehouse
1044,Create Identity,Alberto Duport,2011/09/01 11:54:00.000,2011/09/01 11:55:00.000,Variant 22,OrderEntry
1044,Maintain product integrity,Francois de Perrier,2011/09/01 16:26:00.000,2011/09/01 16:27:00.000,Variant 22,ProductionFlows
1044,Product maintenance,Kiu Kan,2011/09/10 21:05:00.000,2011/09/10 21:05:00.000,Variant 22,Warehouse
1044,Verifying integrity,Karalda Nimwada,2011/09/11 11:23:00.000,2011/09/11 11:26:00.000,Variant 22,ComplianceCheck
1044,Verifying integrity,Karalda Nimwada,2011/09/11 12:04:00.000,2011/09/11 12:35:00.000,Variant 22,ComplianceCheck
1044,Verifying integrity,Karalda Nimwada,2011/09/11 12:35:00.000,2011/09/11 12:35:00.000,Variant 22,ComplianceCheck
1044,Verifying integrity,Pedro Alvares,2011/09/11 13:37:00.000,2011/09/11 13:46:00.000,Variant 22,ComplianceCheck
1044,Delivering the product to customers,End,2011/09/11 13:46:00.000,2011/09/11 13:46:00.000,Variant 22,Distribution
1042,Create Identity,Miu Hanwan,2011/06/01 08:03:00.000,2011/06/01 08:37:00.000,Variant 39,OrderEntry
1042,Combine related items,Francis Odell,2011/06/02 01:20:00.000,2011/06/02 01:28:00.000,Variant 39,Packing
1042,Combine related items,Heinz Gutschmidt,2011/06/02 01:33:00.000,2011/06/02 01:34:00.000,Variant 39,Packing
1042,Maintain product integrity,Karel de Groot,2011/06/04 16:52:00.000,2011/06/04 17:05:00.000,Variant 39,ProductionFlows
1042,Combine related items,Tesca Lobes,2011/06/04 17:55:00.000,2011/06/04 18:01:00.000,Variant 39,Packing
1042,Maintain product integrity,Magdalena Predutta,2011/06/09 13:09:00.000,2011/06/09 13:29:00.000,Variant 39,ProductionFlows
1042,Combine related items,Elvira Lores,2011/06/09 14:27:00.000,2011/06/09 14:34:00.000,Variant 39,Packing
1042,Maintain product integrity,Magdalena Predutta,2011/06/14 01:43:00.000,2011/06/14 02:18:00.000,Variant 39,ProductionFlows
1042,Combine related items,Anne Olwada,2011/06/14 03:04:00.000,2011/06/14 03:12:00.000,Variant 39,Packing
1042,Maintain product integrity,Magdalena Predutta,2011/06/21 11:58:00.000,2011/06/21 12:18:00.000,Variant 39,ProductionFlows
1042,Combine related items,Fjodor Kowalski,2011/06/21 13:06:00.000,2011/06/21 13:16:00.000,Variant 39,Packing
1042,Maintain product integrity,Magdalena Predutta,2011/08/05 02:57:00.000,2011/08/05 03:23:00.000,Variant 39,ProductionFlows
1042,Maintain product integrity,Karel de Groot,2011/08/05 11:51:00.000,2011/08/05 11:57:00.000,Variant 39,ProductionFlows
1042,Maintain product integrity,Francois de Perrier,2011/08/05 13:13:00.000,2011/08/05 16:26:00.000,Variant 39,ProductionFlows
1042,Create Identity,Christian Francois,2011/08/05 22:53:00.000,2011/08/05 23:25:00.000,Variant 39,OrderEntry
1042,Create Identity,Esmana Liubiata,2011/08/05 23:25:00.000,2011/08/05 23:25:00.000,Variant 39,OrderEntry
1042,Maintain product integrity,Francois de Perrier,2011/08/06 13:47:00.000,2011/08/07 03:32:00.000,Variant 39,ProductionFlows
1042,Maintain product integrity,Karel de Groot,2011/08/07 05:07:00.000,2011/08/07 05:16:00.000,Variant 39,ProductionFlows
1042,Product maintenance,Sean Manney,2011/08/18 03:14:00.000,2011/08/18 03:42:00.000,Variant 39,Warehouse
1042,Product maintenance,Kiu Kan,2011/08/25 13:31:00.000,2011/08/27 09:27:00.000,Variant 39,Warehouse
1042,Create Identity,Christian Francois,2011/08/27 17:21:00.000,2011/08/27 17:22:00.000,Variant 39,OrderEntry
1042,Maintain product integrity,Francois de Perrier,2011/08/27 22:53:00.000,2011/08/27 22:54:00.000,Variant 39,ProductionFlows
1042,Product maintenance,Kiu Kan,2011/08/31 20:07:00.000,2011/08/31 20:07:00.000,Variant 39,Warehouse
1042,Verifying integrity,Karalda Nimwada,2011/09/01 10:28:00.000,2011/09/01 10:32:00.000,Variant 39,ComplianceCheck
1042,Verifying integrity,Karalda Nimwada,2011/09/01 11:26:00.000,2011/09/01 11:39:00.000,Variant 39,ComplianceCheck
1042,Verifying integrity,Pedro Alvares,2011/09/01 11:39:00.000,2011/09/01 11:39:00.000,Variant 39,ComplianceCheck
1042,Verifying integrity,Pedro Alvares,2011/09/01 12:31:00.000,2011/09/01 12:46:00.000,Variant 39,ComplianceCheck
1042,Delivering the product to customers,End,2011/09/01 12:46:00.000,2011/09/01 12:46:00.000,Variant 39,Distribution
1041,Create Identity,Anna Kaufmann,2011/06/01 04:47:00.000,2011/06/01 04:54:00.000,Variant 12,OrderEntry
1041,Create Identity,Nico Ojenbeer,2011/06/01 08:06:00.000,2011/06/01 08:10:00.000,Variant 12,OrderEntry
1041,Maintain product integrity,Francois de Perrier,2011/06/03 06:49:00.000,2011/06/03 07:06:00.000,Variant 12,ProductionFlows
1041,Combine related items,Kim Passa,2011/06/03 07:58:00.000,2011/06/03 08:07:00.000,Variant 12,Packing
1041,Maintain product integrity,Francois de Perrier,2011/06/06 15:16:00.000,2011/06/06 15:35:00.000,Variant 12,ProductionFlows
1041,Delivering the product to customers,End,2011/06/06 15:35:00.000,2011/06/06 15:35:00.000,Variant 12,Distribution
19,Create Identity,Penn Osterwalder,2011/01/02 11:47:00.000,2011/01/02 12:36:00.000,Variant 1,OrderEntry
19,Combine related items,Francis Odell,2011/01/03 12:35:00.000,2011/01/03 12:43:00.000,Variant 1,Packing
19,Combine related items,Maris Freeman,2011/01/03 12:49:00.000,2011/01/03 12:50:00.000,Variant 1,Packing
19,Maintain product integrity,Francois de Perrier,2011/01/03 14:00:00.000,2011/01/03 14:30:00.000,Variant 1,ProductionFlows
19,Maintain product integrity,Karel de Groot,2011/01/03 20:17:00.000,2011/01/03 20:30:00.000,Variant 1,ProductionFlows
19,Maintain product integrity,Francois de Perrier,2011/01/04 07:44:00.000,2011/01/04 11:45:00.000,Variant 1,ProductionFlows
19,Create Identity,Anne Olwada,2011/01/04 18:23:00.000,2011/01/04 18:52:00.000,Variant 1,OrderEntry
19,Create Identity,Esmana Liubiata,2011/01/04 18:52:00.000,2011/01/04 18:52:00.000,Variant 1,OrderEntry
19,Maintain product integrity,Karel de Groot,2011/01/05 00:16:00.000,2011/01/05 08:09:00.000,Variant 1,ProductionFlows
19,Maintain product integrity,Magdalena Predutta,2011/01/05 15:22:00.000,2011/01/05 15:29:00.000,Variant 1,ProductionFlows
19,Product maintenance,Esmeralda Clay,2011/01/05 19:24:00.000,2011/01/05 19:40:00.000,Variant 1,Warehouse
19,Product maintenance,Esmeralda Clay,2011/01/06 01:27:00.000,2011/01/07 00:08:00.000,Variant 1,Warehouse
19,Create Identity,Immanuel Karagianni,2011/01/07 07:54:00.000,2011/01/07 07:55:00.000,Variant 1,OrderEntry
19,Maintain product integrity,Magdalena Predutta,2011/01/07 18:39:00.000,2011/01/07 18:40:00.000,Variant 1,ProductionFlows
19,Product maintenance,Sean Manney,2011/01/08 04:28:00.000,2011/01/08 04:28:00.000,Variant 1,Warehouse
19,Verifying integrity,Karalda Nimwada,2011/01/08 18:48:00.000,2011/01/08 18:52:00.000,Variant 1,ComplianceCheck
19,Verifying integrity,Karalda Nimwada,2011/01/08 18:52:00.000,2011/01/08 18:52:00.000,Variant 1,ComplianceCheck
19,Verifying integrity,Pedro Alvares,2011/01/08 19:07:00.000,2011/01/08 19:13:00.000,Variant 1,ComplianceCheck
19,Delivering the product to customers,End,2011/01/08 19:13:00.000,2011/01/08 19:13:00.000,Variant 1,Distribution
18,Create Identity,Tesca Lobes,2011/01/02 10:36:00.000,2011/01/02 10:52:00.000,Variant 1,OrderEntry
18,Combine related items,Heinz Gutschmidt,2011/01/03 11:45:00.000,2011/01/03 11:49:00.000,Variant 1,Packing
18,Combine related items,Heinz Gutschmidt,2011/01/03 11:54:00.000,2011/01/03 11:57:00.000,Variant 1,Packing
18,Maintain product integrity,Karel de Groot,2011/01/03 13:15:00.000,2011/01/03 13:36:00.000,Variant 1,ProductionFlows
18,Maintain product integrity,Karel de Groot,2011/01/04 00:30:00.000,2011/01/04 00:44:00.000,Variant 1,ProductionFlows
18,Maintain product integrity,Magdalena Predutta,2011/01/04 04:46:00.000,2011/01/04 06:40:00.000,Variant 1,ProductionFlows
18,Create Identity,Tesca Lobes,2011/01/04 12:48:00.000,2011/01/04 12:57:00.000,Variant 1,OrderEntry
18,Create Identity,Anna Kaufmann,2011/01/04 12:57:00.000,2011/01/04 12:57:00.000,Variant 1,OrderEntry
18,Maintain product integrity,Karel de Groot,2011/01/05 08:36:00.000,2011/01/05 22:03:00.000,Variant 1,ProductionFlows
18,Maintain product integrity,Francois de Perrier,2011/01/06 04:40:00.000,2011/01/06 04:46:00.000,Variant 1,ProductionFlows
18,Product maintenance,Kiu Kan,2011/01/06 16:45:00.000,2011/01/06 17:19:00.000,Variant 1,Warehouse
18,Product maintenance,Karen Clarens,2011/01/07 06:43:00.000,2011/01/08 07:31:00.000,Variant 1,Warehouse
18,Create Identity,Anne Olwada,2011/01/08 14:51:00.000,2011/01/08 14:52:00.000,Variant 1,OrderEntry
18,Maintain product integrity,Francois de Perrier,2011/01/08 22:09:00.000,2011/01/08 22:10:00.000,Variant 1,ProductionFlows
18,Product maintenance,Sean Manney,2011/01/09 06:46:00.000,2011/01/09 06:46:00.000,Variant 1,Warehouse
18,Verifying integrity,Karalda Nimwada,2011/01/09 21:08:00.000,2011/01/09 21:12:00.000,Variant 1,ComplianceCheck
18,Verifying integrity,Karalda Nimwada,2011/01/09 21:12:00.000,2011/01/09 21:12:00.000,Variant 1,ComplianceCheck
18,Verifying integrity,Karalda Nimwada,2011/01/09 21:29:00.000,2011/01/09 21:34:00.000,Variant 1,ComplianceCheck
18,Delivering the product to customers,End,2011/01/09 21:34:00.000,2011/01/09 21:34:00.000,Variant 1,Distribution
17,Create Identity,Anne Olwada,2011/01/02 10:32:00.000,2011/01/02 11:17:00.000,Variant 25,OrderEntry
17,Create Identity,Alberto Duport,2011/01/02 19:02:00.000,2011/01/02 19:12:00.000,Variant 25,OrderEntry
17,Maintain product integrity,Francois de Perrier,2011/01/03 04:41:00.000,2011/01/03 05:02:00.000,Variant 25,ProductionFlows
17,Combine related items,Penn Osterwalder,2011/01/03 05:53:00.000,2011/01/03 05:58:00.000,Variant 25,Packing
17,Maintain product integrity,Karel de Groot,2011/01/03 07:19:00.000,2011/01/03 07:28:00.000,Variant 25,ProductionFlows
17,Combine related items,Anne Olwada,2011/01/03 08:13:00.000,2011/01/03 08:27:00.000,Variant 25,Packing
17,Maintain product integrity,Karel de Groot,2011/01/03 10:10:00.000,2011/01/03 10:24:00.000,Variant 25,ProductionFlows
17,Combine related items,Anna Kaufmann,2011/01/03 11:17:00.000,2011/01/03 11:31:00.000,Variant 25,Packing
17,Maintain product integrity,Francois de Perrier,2011/01/03 13:16:00.000,2011/01/03 13:36:00.000,Variant 25,ProductionFlows
17,Delivering the product to customers,End,2011/01/03 13:36:00.000,2011/01/03 13:36:00.000,Variant 25,Distribution
16,Create Identity,Esmana Liubiata,2011/01/02 10:25:00.000,2011/01/02 11:14:00.000,Variant 45,OrderEntry
16,Create Identity,Immanuel Karagianni,2011/01/02 11:56:00.000,2011/01/02 12:05:00.000,Variant 45,OrderEntry
16,Maintain product integrity,Karel de Groot,2011/01/02 12:53:00.000,2011/01/02 13:13:00.000,Variant 45,ProductionFlows
16,Combine related items,Kim Passa,2011/01/02 14:05:00.000,2011/01/02 14:11:00.000,Variant 45,Packing
16,Maintain product integrity,Francois de Perrier,2011/01/02 15:00:00.000,2011/01/02 15:23:00.000,Variant 45,ProductionFlows
16,Combine related items,Heinz Gutschmidt,2011/01/03 07:12:00.000,2011/01/03 07:25:00.000,Variant 45,Packing
16,Maintain product integrity,Magdalena Predutta,2011/01/03 10:12:00.000,2011/01/03 10:45:00.000,Variant 45,ProductionFlows
16,Combine related items,Fjodor Kowalski,2011/01/03 11:34:00.000,2011/01/03 11:44:00.000,Variant 45,Packing
16,Maintain product integrity,Karel de Groot,2011/01/03 12:50:00.000,2011/01/03 13:15:00.000,Variant 45,ProductionFlows
16,Maintain product integrity,Magdalena Predutta,2011/01/04 09:16:00.000,2011/01/04 09:40:00.000,Variant 45,ProductionFlows
16,Maintain product integrity,Francois de Perrier,2011/01/04 11:45:00.000,2011/01/04 17:14:00.000,Variant 45,ProductionFlows
16,Create Identity,Tesca Lobes,2011/01/04 23:56:00.000,2011/01/05 00:26:00.000,Variant 45,OrderEntry
16,Create Identity,Elvira Lores,2011/01/05 00:26:00.000,2011/01/05 00:26:00.000,Variant 45,OrderEntry
16,Maintain product integrity,Francois de Perrier,2011/01/05 07:28:00.000,2011/01/05 17:06:00.000,Variant 45,ProductionFlows
16,Maintain product integrity,Francois de Perrier,2011/01/06 04:48:00.000,2011/01/06 05:00:00.000,Variant 45,ProductionFlows
16,Product maintenance,Karen Clarens,2011/01/06 10:11:00.000,2011/01/06 10:31:00.000,Variant 45,Warehouse
16,Product maintenance,Kiu Kan,2011/01/06 17:57:00.000,2011/01/07 16:26:00.000,Variant 45,Warehouse
16,Create Identity,Anna Kaufmann,2011/01/08 00:14:00.000,2011/01/08 00:15:00.000,Variant 45,OrderEntry
16,Maintain product integrity,Magdalena Predutta,2011/01/08 06:15:00.000,2011/01/08 06:16:00.000,Variant 45,ProductionFlows
16,Product maintenance,Karen Clarens,2011/01/08 11:58:00.000,2011/01/08 11:58:00.000,Variant 45,Warehouse
16,Verifying integrity,Karalda Nimwada,2011/01/09 02:14:00.000,2011/01/09 02:20:00.000,Variant 45,ComplianceCheck
16,Verifying integrity,Pedro Alvares,2011/01/09 02:55:00.000,2011/01/09 03:11:00.000,Variant 45,ComplianceCheck
16,Verifying integrity,Pedro Alvares,2011/01/09 03:11:00.000,2011/01/09 03:11:00.000,Variant 45,ComplianceCheck
16,Verifying integrity,Pedro Alvares,2011/01/09 03:21:00.000,2011/01/09 03:28:00.000,Variant 45,ComplianceCheck
16,Delivering the product to customers,End,2011/01/09 03:28:00.000,2011/01/09 03:28:00.000,Variant 45,Distribution
15,Create Identity,Clement Duchot,2011/01/02 09:07:00.000,2011/01/02 09:24:00.000,Variant 2,OrderEntry
15,Create Identity,Christian Francois,2011/01/02 15:35:00.000,2011/01/02 15:48:00.000,Variant 2,OrderEntry
15,Maintain product integrity,Francois de Perrier,2011/01/03 05:02:00.000,2011/01/03 05:14:00.000,Variant 2,ProductionFlows
15,Maintain product integrity,Karel de Groot,2011/01/03 10:57:00.000,2011/01/03 11:12:00.000,Variant 2,ProductionFlows
